Título,Autor,Año,Grado
El potencial riesgo ambiental en los ríos de la cuenca de México,"Caro Borrero, Juan Sebastián",2020,Licenciatura en Actuaría
Límites de servicio para túneles dovelados construidos en suelos blandos,"Carpio Santamaría, Franco Antonio",2020,Doctorado en Ingeniería Civil
Miedo e impunidad : una aproximación psicosocial sobre el sentimiento de inseguridad en Ciudad Universitaria,"Carral Gadea, Andrea",2020,Licenciatura en Psicología
Estudio de caso aplicado a una mujer adulta madura con alteración en sus necesidades básicas ante tumor neuroectodérmico primitivo periférico endometrial,"Carranza Luna, Bibian",2020,Especialidad en Enfermería Oncológica
Resultados de las políticas para reducir la brecha salarial de género en la Unión Europea en el periodo 2010-2015 a partir de las acciones establecidas por la Comisión Europea en la estrategia para la igualdad entre hombres y mujeres 2010-2015,"Carranza Sánchez, Gema Carina",2020,Licenciatura en Relaciones Internacionales
Participación de las sintasas de prostaciclina y óxido nítrico en la función vascular renal en ratas con diabetes experimental,"Carranza Reyes, Cynthia Gisela",2020,Licenciatura en Biología
Capillary interactions between colloidal particles at water,"Carrasco Fadanelli, Virginia",2020,Doctorado en Ciencias (Física)
Determianción de composiciones de copolímeros ácido acrílico-estireno-bisacrilamida sintetizados en dióxido de carbono supercrítico,"Carrasco Ibarra, Alfredo",2020,Licenciatura en Ingeniería Química
"Caracterización clínica, bioquímica y genética de individuos con deficiencia de alfa-1 antitripsina, relación de los valores de la función pulmonar y enfisema evaluado por tomografía de alta resolución en pacientes del Instituto Nacional de Enfermedades Respiratorias del 2010 a 2020","Carrasco Moctezuma, Agustín Omar",2020,Especialidad en Medicina (Neumología)
"La hierofanía en los rituales de religiosidad popular en la Ciudad de México : tesis que para optar por el grado de Maestro en Artes Visuales, presenta Julio Carrasco Vigueras ; tutor principal de tesis Alejandro Pérez Cruz","Carrasco Vigueras, Julio",2020,Maestría en Artes Visuales
"Ecología de Sceloporus torquatus (Phrynosomatidae) en la Reserva Ecológica del Pedregal de San Ángel, Ciudad de México, México : variación espacio-temporal","Carrasco Salgado, Yazmín Adriana",2020,Licenciatura en Biología
Enseñar y persuadir : la educación literaria y su relación con la retórica,"Carreño Olmos, Brenda",2020,Licenciatura en Lengua y Literaturas Hispánicas
"Remodelación de los restaurantes ubicados en el Parque Acuático Flags, Oaxtepec","Carrera Amaya, Mariana Lizette",2020,Licenciatura en Arquitectura
Propiedades electrónicas de hidroxiapatita dopada con impurezas magnéticas,"Carrera Gutiérrez, Karime Itzel",2020,Maestría en Ciencia e Ingeniería de Materiales
Desenlaces de pacientes con COVID-19 coinfectados con bacterias,"Carriles Heredia, Ricardo Eduardo",2020,Especialidad en Medicina (Neumología)
Causas de histerectomía obstétrica,"Carrillo Alcaraz, Georgina",2020,Especialidad en Medicina (Ginecología y Obstetricia)
Identificación de promotores sigma 54 bacterianos con base en la conservación de secuencia nucleotídica,"Carrera Reyna, Maricela",2020,Maestría en Ciencias Bioquímicas
On the determination of two-body matrix elements from lattice field theories,"Carrillo Bernal, Marco Antonio",2020,Maestría en Ciencias (Física)
La robótica como estrategia didáctica en la física (fenómenos ondulatorios),"Carrillo Contreras, Leonardo Gabriel",2020,Maestría en Docencia para la Educación Media Superior (Física)
Prevalencia del riesgo suicida en adolescentes del programa juvenimss de la Unidad de Medicina Familiar no 15 IMSS Ciudad de México,"Carrillo García, Gizeh",2020,Especialidad en Medicina (Medicina Familiar)
Método adaptivo para rehabilitación motriz mediante juegos serios usando realidad virtual,"Carrillo González, Rogelio Manuel",2020,Maestría en Ciencia e Ingeniería de la Computación
Reorganización del tracto corticoespinal en lactantes prematuros desnutridos tratados con terapia neurohabilitatoria,"Carrillo León, María Fernanda",2020,Licenciatura en Fisioterapia
"Raíces, rutas y regresos : el sujeto diaspórico, la pareja y la familia en Interpreter of maladies de Jhumpa Lahiri","Carrillo González, Claudia",2020,Licenciatura en Lengua y Literaturas Modernas Inglesas
Fotometría UBVRI de cúmulos abiertos en el OAN SPM,"Carrillo Martínez, Josó Luis",2020,Licenciatura en Física
"Desarrollo de concepciones de muerte en niños de entre 6 y 12 años con ideas de muerte persistentes, ideación suicida e intentos suicidas y aquellos sin dicha sintomatología, y su asociación con la exposición directa o indirecta a violencia familiar, a violencia sexual y exposición a violencia en medios de comunicación","Carrillo Ramírez, Liliana del Carmen",2020,Especialidad en Medicina (Psiquiatría Infantil y de la Adolescencia)
"Evaluación ecológica de las áreas verdes, caso de estudio : Ciudad Victoria de Durango","Carrillo Mata, Yazmín",2020,Maestría en Urbanismo
Fotoluminiscencia y electroluminiscencia de películas delgadas de sulfuro de zinc impurificadas con terbio fabricadas mediante la técnica de rocío pirolítico ultrasónico,"Carrillo Verduzco, Angélica",2020,Maestría en Ciencia e Ingeniería de Materiales
Verificación formal y programación certificada en COQ con Program : un ejemplo práctico,"Carrillo Verduzco, Diego",2020,Licenciatura en Ciencias de la Computación
Nivel de estrés y su relación con los trastornos alimentarios en alumnos de secundaria,"Carrillo Uribe, Ellen Hildegarda",2020,Licenciatura en Psicología
"Estimación de emisiones de carbono del cambio de uso de la tierra a partir del análisis multitemporal de imágenes satelitales en la provincia de Matanzas, Cuba","Carrillo Vitale, Ernesto Rolando",2020,Maestría en Geografía
La argumentación jurídica en méxico,"Carrillo Salgado, Augusto Fernando",2020,Maestría en Derecho
Descripción de las características neurofisiológicas de los potenciales evocados visuales de pacientes pediátricos con diagnóstico de neurofibromatosis tipo 1,"Carrión García, Ana Luisa",2020,Especialidad en Medicina (Neurofisiología Clínica)
Incidencia de lesión renal aguda asociada a la fluidoterapia transoperatoria del paciente neuroquirúrgico,"Carvajal Durán, Linda Ivone",2020,Especialidad en Medicina (Anestesiología)
"Técnica restaurativa atráumatica en el manejo conductual del paciente pediátrico atendido en la Especialización en Estomatología del niño y del adolescente de la FES Zaragoza, en el semestre 2019-1 presentación de 5 casos clínicos","Casados Ontiveros, Jessica Guadalupe",2020,Licenciatura en Cirujano Dentista
"Análisis de los daños ocasionados por los sismos de 2017 en la ruta de los primeros monasterios del siglo XVI en la laderas del Popocatépetl : caso de estudio : San Guillermo Totolapan, estado de Morelos","Casariego Martínez, Laura Lorena",2020,Licenciatura en Arquitectura
Intervenciones de enfermería en pacientes con obesidad durante el embarazo en la visión de Carolina Pinar,"Casas Ortega, Yuritzi",2020,Licenciatura en Enfermería y Obstetricia
Estudio teórico de la aromaticidad en metalociclopentadienos,"Casiano González, Eric Ricardo",2020,Licenciatura en Química
Clavo cefalomedular proximal femur targón vs dyna locking trochanteric para el tratamiento de fracturas intertrocantéricas de cadera : estudio aleatorizado en el Instituto Nacional de Rehabilitación,"Casco Sánchez, Rubí Stephania",2020,Especialidad en Medicina (Ortopedia)
Discusión de textos en el planteamiento escrito de una investigación psicológica,"Casáres Morales, Michel",2020,Licenciatura en Psicología
Fotocatalizadores de TiO2 dopados con H y N para remoción de Acesulfamo-K acuoso,"Casillas Calzadilla, Gabriela Olivia",2020,Licenciatura en Ingeniería Química
Cáncer de mama : resultado en el uso de azul patente como marcador de ganglio centinela experiencia en 5 años,"Casillas Cárdenas, Javier",2020,Especialidad en Medicina (Cirugía General)
"Aplicaciones clínicas, cambios fisiológicos y ortopédicos en el tratamiento de maloclusiones con el activador abierto elástico de klammt (AAEK)","Casimiro Herrera, Martha Adriana",2020,Licenciatura en Cirujano Dentista
Nanopartículas electromagnéticas como nueva forma farmacéutica,"Casillas Popova, Sofía Nieves",2020,Maestría en Ciencias Químicas
Fragilidad sísmica en viviendas de mediana altura de la Ciudad de México a partir de los daños observados por el sismo del 19s Mw7.1,"Casimiro Velásquez, Gresli Rubí",2020,Licenciatura en Ingeniería Civil
"Detección de obesidad y sobrepeso mediante la aplicación de la tabla de Atalah en paciente embarazadas derechohabientes de la UMF no 1 del IMSS Cuernavaca, Morelos en el año 2018","Cassani López, Christian Marielle",2020,Especialidad en Medicina (Medicina Familiar)
Estudio de caso a adulta madura con necesidades alteradas de evitar peligros,"Castañeda Alcántara, Miriam Elizabeth",2020,Especialidad en Enfermería Oncológica
Prevalencia de operación cesáreas en el Hospital General Adolfo Prieto en agosto 2018 a julio de 2019,"Castañeda Adan, Itzmara Nathali",2020,Licenciatura en Enfermería y Obstetricia
Detección de RNA de virus de hepatitis E en biopsias con diagnóstico de atresia de vías biliares del periodo 2011 a 2015,"Castañeda Ángeles, Erika Guadalupe",2020,Especialidad en Medicina (Patología Pediátrica)
Síntesis y factibilidad económica de un sustituto novedoso de concreto polimérico a partir de un residuo rico en lignina,"Castañeda Aragón, Carlos",2020,Licenciatura en Ingeniería Química
Efectos de la remediación cognitiva y la relajación asistida por biofeedback en las funciones ejecutivas y la calidad de vida del trastorno bipolar,"Castañeda Franco, Marisol",2020,Doctorado en Psicología
Tiempo de egreso del Módulo DiabetIMSS y niveles de glucosa de pacientes del HGR C,"Castañeda Hernández, Karen Marysol",2020,Especialidad en Medicina (Medicina Familiar)
Respuesta fotoeléctrica del Sistema Híbrido Fullereno Porfirina en película delgada,"Castañeda León, Luis Manuel",2020,Licenciatura en Física
"La candidatura de Marine Le Pen a la presidencia de Francia en el 2017, como una victoria de la xenofobia en la política y sociedad francesa","Castañeda López, Selene Gabriela",2020,Licenciatura en Relaciones Internacionales
"Evaluación ambiental y perspectivas locales de los manantiales de la Cuenca del Río, Magdalena, Ciudad de México, México","Castañeda Pavia, Mariana Verónica",2020,Licenciatura en Biología
Dualidad del sistema bancario porfiriano (1876-1910) : entre la banca concesionada y no concesionada,"Castañeda Rodríguez, Angel Alberto",2020,Licenciatura en Economía
Diseño de herramental para amortiguadores,"Castañeda Martínez, Miguel Ángel",2020,Licenciatura en Ingeniería Mecánica
Materiales piezoeléctricos para la generación de energía eléctrica en edificaciones,"Castañeda Vázquez, Miriam",2020,Licenciatura en Arquitectura
Causas y tratamiento de anafilaxia en población pediátrica en el Instituto Nacional de Pediatría durante el período de 2010 a 2019,"Castaño Jaramillo, Lina María",2020,Especialidad en Medicina (Alergia e Inmunología Clínica Pediátrica)
"Patrones actuales y futuros de la diversidad taxonómica, funcional y filogenética de anfibios en la Península de Yucatán y su representación en áreas protegidas = Current and future patterns of taxonomic, functional and phylogenetic diversity of amphibians in the Yucatan Peninsula and their representation in protected areas","Castaño Quintero, Sandra Milena",2020,Maestría en Ciencias Biológicas
Desarrollo de un prototipo del subsistema de potencia para un nanosatélite mexicano,"Castelán Castillo, David Daniel",2020,Licenciatura en Tecnología
Autofagia y necrosis de células de Schwann como mecanismos de muerte celular por Acanthamoeba = Schwann cell autophagy and necrosis as mechanisms of cell death by Acanthamoeba,"Castelan Ramírez, Ismael",2020,Maestría en Ciencias Biológicas
Características clínicas y evolución neurológica de los pacientes con argininemia en el Instituto Nacional de Pediatria,"Castellanos Cambrón, Jazmín Amelia",2020,Especialidad en Medicina (Neurología Pediátrica)
El concepto de libertad en Hegel,"Castellanos Balderas, Ignacio",2020,Maestría en Filosofía
Dinámica y reología de flujos de derrubios,"Castellanos Campillo, Alberto",2020,Doctorado en Ingeniería Química
Psicología y psicoanálisis : diferencias y especificidad,"Castellanos Chávez, Luis Gerardo",2020,Licenciatura en Psicología
Hallazgos electroencefalográficos en pacientes con traumatismo craneoencefálico del Hospital para el Niño Poblano,"Castellanos Celaya, Yashira",2020,Especialidad en Medicina (Medicina Crítica Pediátrica)
