Título,Autor,Año,Grado
Efectosdeun programadeentrenamientodeejerciciosdefortalecimiento muscular y equilibrio sobre la incidenciadecaídas en mujeres con osteoporosis,"Sánchez Macías, Adrián Alberto",2021,Especialidad en Medicina (MedicinadeRehabilitación)
Prevalencia del síndromede¨Body Stalk¨y factoresderiesgo asociados a su presentación,"Sánchez López, Merle Yuridiana",2021,Especialidad en Medicina (Medicina Materno Fetal)
Papacárie y Brix 3000 como alternativas para la remoción convencionaldecaries en odontopediatría,"Sánchez Maldonado, Lidia Zuleyma",2021,Licenciatura en Cirujano Dentista
Principales complicaciones postquirúrgicas presentadas en pacientes con diagnósticodediabetes mellitus tipo 2 sometidos a cirugía ortopédica en el Hospital JuárezdeMéxico,"Sánchez Lora, Ivette Adriana",2021,Especialidad en Medicina (Ortopedia)
Técnicasdeidentificación en odontología forense,"Sánchez Martínez, Joana Yazmin",2021,Licenciatura en Cirujano Dentista
Dereportero a editor en jefe print del diario deportivo RÉCORD (2004-2020) :la transformación al periodismo digital,"Sánchez Martínez, Francisco Jesús",2021,Licenciatura en Cienciasdela Comunicación (Periodismo)
"Aplicabilidaddelas escalas aims65 y Glasgow Blatchford, para el pronósticodepacientes sangradodetubo digestivo alto en el serviciodeurgencias del Hospital Donato G. Alarcón durante el periodode01demayo del 2018 al 31dejulio del 2019","Sánchez Mayo, Ilsi Dayly",2021,Especialidad en Medicina (MedicinadeUrgencias)
"Evaluacióndelas capacidades institucionales para adaptación al cambio climático :casosdeorganizaciones gubernamentales locales en la cuenca del lagodePátzcuaro, Michoacán","Sánchez Matías, Mabel",2021,Doctorado en Geografía
Adherencia terapéutica en pacientes hipertensosdela UnidaddeMedicina Familiar 7,"Sánchez Marcial, Stephania",2021,Especialidad en Medicina (Medicina Familiar)
La cantidaddegrasa visceral medida por tomografía computada como factor pronóstico para la respuesta al tratamiento en pacientes con neoplasiadeorigen apendicular sometidos a HIPEC,"Sánchez Martínez, Norma Angélica",2021,Especialidad en Medicina (Imagenología Diagnóstica y Terapéutica)
"Tipologíadelos paisajes alimentariosdelos adultos mayores en la Colonia Roma Norte, Cuauhtémoc, CiudaddeMéxico","Sánchez Martínez, Carlos Humberto",2021,Maestría en Geografía
El promotordela salud ante los problemas bucodentales en lactantes,"Sánchez Martínez, Myrian",2021,Licenciatura en Cirujano Dentista
Fluidoterapia transoperatoria en trasplante renal y su efecto en la función inicial del injerto,"Sánchez Maza, YolopsideJesús",2021,Especialidad en Medicina (Anestesiología)
Magnitud del tratamiento inapropiado en la atención médicadepacientes con sobrediagnósticodeenfermedad pulmonar obstructiva crónica (EPOC),"Sánchez Mecatl, Miguel Ángel",2021,Maestría en Ciencias Sociomédicas
Clasificación y criteriosdeseleccióndemateriales libresdemetal en prótesis fija,"Sánchez Méndez, Giovanna Marett",2021,Licenciatura en Cirujano Dentista
Utilidad del flicker para la deteccióndeencefalopatía urémica subclínica en pacientes con ERC en estadio 5 y su reversibilidad post trasplante renal,"Sánchez Meza, Fabiola",2021,Doctorado en Cienciasdela Salud
La Mixteca Baja :enclavedegrupos nahuas,"Sánchez Merino, Norma",2021,Licenciatura en Historia
"Estudiodela influenciadepolimorfismos sobre fenotipos asociados a la ternezadecarne en las subespecies Bos taurus, Bos indicus y Bos taurus x Bos indicus","Sánchez Mendoza, Ana Elvia",2021,Doctorado en Cienciasdela Producción ydela Salud Animal
Resultados quirúrgicos inmediatos en pacientes con fractura transtrocantericadecadera manejados con sistema DHS en decúbito lateral en el Hospital General Tacuba,"Sánchez Melchor, Francisco Miguel",2021,Especialidad en Medicina (Ortopedia)
"Impactodela inseguridad en el turismo en México :un casodeestudiodela actividaddesol y playa en Acapulco Guerrero, 2004-2014","Sánchez Mitre, Luis Alberto",2021,Licenciatura en Economía
Dimensión vertical en rehabilitación protésica,"Sánchez Meza, Miguel Ángel",2021,Licenciatura en Cirujano Dentista
El niveldeestrés y su relación con los trastornos alimentarios en alumnosdeeducación secundaria,"Sánchez Méndez, Bertha Alicia",2021,Licenciatura en Psicología
Riesgo cardiovascular en pacientes con hipertensión arterialdela UMF no 89 Tlalpujahua,"Sánchez Mendoza, Daniel Jorge",2021,Especialidad en Medicina (Medicina Familiar)
Asociación del MIR-31 ydelos miomirnas con la función muscular en la distrofia musculardeDuchenne,"Sánchez Mendoza, Christian Ricardo",2021,Especialidad en Medicina (Genética Médica)
Artritis idiopática juvenil y su relación con el tratamientodeortodoncia,"Sánchez Mora, Islem Stephany",2021,Licenciatura en Cirujano Dentista
Efectividaddela esterilizacióndeinstrumentos endodónticos con luz ultravioleta y con extractodehojadeProsopis laevigata,"Sánchez Montalvo, Cristina",2021,Especialidad en Endoperiodontología
Los riesgosdelas armas químicas en el siglo XXI y la seguridad internacional ante la reconfiguración del orden internacional,"Sánchez Mora, María del Carmen",2021,Licenciatura en Relaciones Internacionales
Diseñodedobletes acromáticos separados utilizando lentes simples y lentesdetipo fresnel,"Sánchez Montes, Adriana Rosalía",2021,Maestría en Ingeniería Eléctrica
Deuda técnica :métododegestióndela deuda técnica en los requerimientos,"Sánchez Montoya, Fernando Antonio",2021,Maestría en Ciencia e Ingenieríadela Computación
El impactodela teoría del Heartland y del Rimland en la conformación geopolíticadeIrán :su importancia para Rusia y Estados UnidosdeAmérica (2000-2020),"Sánchez Monroy, César Daniel",2021,Licenciatura en Relaciones Internacionales
"Estéticadela sonrisa:criterios fundamentales para una correcta planeación del tratamiento ortodoncico, reportedeun caso clínico","Sánchez Moreno, Jesús Alberto",2021,Especialidad en Ortodoncia
Desarrollodeuna pruebadedisolución para productos conteniendo albendazol en presentacióndesuspensión,"Sánchez Montes, Mara",2021,Maestría en Ciencias Químicas
Prevalenciadelos gradosdeseveridad electromiográfica y clínica del síndrome del túnel del carpo en el Hospital JuárezdeMéxico,"Sánchez Mojica, Carlos Abilio",2021,Especialidad en Medicina (Ortopedia)
"Perfil clínico demográfico, diagnóstico y terapéuticodela enfermedad cerebrovascular en pacientes del Instituto NacionaldePediatría entre los años 2006 hasta el 2018","Sánchez Morales, Areli Estela",2021,Especialidad en Medicina (Neurología Pediátrica)
Obtencióndeuna mutante carentedela MAP cinasa HOG1 en Debaryomyces hansenii y su participación en la tolerancia al estrés hipersalino y a otros tiposdeestrés,"Sánchez, Norma Silvia",2021,Doctorado en Bioquímicas
"Relación entre la disfunción del piso pélvico y el antecedentedelesiones obstétricas postparto del área perineal, en pacientes del Hospital Central NortedePetróleos Mexicanosdemarzo 2010 a diciembre 2019","Sánchez Narvaez, Zuleima",2021,Especialidad en Medicina (Ginecología y Obstetricia)
Metodologíademarco lógico. Un caso aplicado :pensión para adultos mayores,"Sánchez Núñez, Mónica",2021,Licenciatura en Economía
Curso temporaldelos mecanismos involucrados en la transicióndela lesión renal aguda a la enfermedad renal crónica en roedores :diagnóstico y epigenética,"Sánchez Navarro, Andrea",2021,Doctorado en Ciencias Biomédicas
"Hacia una transformación del paradigmadehabitabilidad en la produccióndevivienda rural en la comunidad El Paisano, Las Vigas, Veracruz","Sánchez Naranjo, Pamela Arantxa",2021,Maestría en Arquitectura
Efectodela estimulación mental sobre las funciones cognitivas y el bienestar subjetivo en adultos mayores,"Sánchez Nieto, José Miguel",2021,Doctorado en Psicología
Las habilidades socioemocionales (soft skills) :una mirada al futuro del trabajo del siglo XXI,"Sánchez Moreno, Victoria Nayeli",2021,Licenciatura en Economía Industrial
Importancia del controldela presión coloidosmotica en base al índicedebriones en pacientes con preeclampsia-eclampsia en el Hospitaldela Mujer Morelia,"Sánchez Olmedo, Jorge Geovanni",2021,Especialidad en Medicina (Ginecología y Obstetricia)
Estructurasdedatos multi-dimensionales para cálculo numérico en CUDA C,"Sánchez Noguez, Josefina",2021,Licenciatura en Matemáticas Aplicadas y Computación
La certificación orgánica como estrategiadeorganización y comercialización internacional que utilizan los productoresdecafé mexicanos y peruanos,"Sánchez Olguín, Maríadelos Ángeles",2021,Doctorado en Cienciasdela Administración
Enfermedad injerto contra huesped cutáneo :características clínicas e histopatológicas en el Hospital InfantildeMéxico Federico Gómez del periodo comprendidodeenero del 2009 a diciembre del 2019,"Sánchez Padilla, Alicia Paola",2021,Especialidad en Medicina (Dermatología Pediátrica)
Estilosdeaprendizaje y trastorno por deficitdeatención con hiperactividad en residentesdemedicina familiardela UMF 92,"Sánchez Peláez, Sandra Jaqueline",2021,Especialidad en Medicina (Medicina Familiar)
Principales retos tecnológicos a los que se enfrentan los alumnosdeprimer ingresodela carreradepsicología SUAyED,"Sánchez Pérez, María del Rosario",2021,Licenciatura en Psicología
Principales retos tecnológicos a los que se enfrentan los alumnos y alumnasdeprimer ingresodela carreradePsicología SUAyED,"Sánchez Pérez, María del Rosario",2021,Licenciatura en Psicología
"Propuestadecapacitación a trabajadoresdela Dirección GeneraldeActividades Deportivas y Recreativasdela UNAM, para promover la inclusióndelas personas con discapacidad en la cultura física y el deporte","Sánchez Ortiz, Daviana",2021,Licenciatura en Pedagogía
"El bailederancho y la músicadenorteño sax en la MesadeIbarrilla, León, Guanajuato","Sánchez Pérez, José Javier",2021,Maestría en Música (Etnomusicología)
"""Alcancedela madurez sexual del urodelo Ambystoma mexicanum""","Sánchez Ortiz, Jessica Lucía",2021,Licenciatura en Biología
Objetivos terapéuticos :diseñodeuna unidaddeapoyo para el aprendizaje para asesores del CentrodeApoyo Psicológico y Educativo a Distancia (CAPED),"Sánchez Pimentel, Eduardo",2021,Licenciatura en Psicología
"Alma yoreme. Una exploración a los conceptosdecuerpo, persona y gente entre los mayosdeSonora","Sánchez Pichardo, Pablo César",2021,Maestría en Antropología
Relación entre las conductas parentales ante el usodela tecnología y sexting en adolescentes,"Sánchez Pérez, Anayeli",2021,Licenciatura en Psicología
La incidenciadelos funcionariosdecasilla en los procesos democráticos electoralesdela CiudaddeMéxico en la Estrategia NacionaldeCultura Cívica (ENCCÍVICA) 2017-2023,"Sánchez Puebla, Karen",2021,Licenciatura en Cienciasdela Comunicación (Periodismo)
Supervisión en terapia cognitivo conductual :construccióndeuna prueba,"Sánchez Ramos, Silvia Monserrat",2021,Licenciatura en Psicología
La personalidad jurídica societaria y el levantamiento del velo corporativo,"Sánchez Resendiz, Alejandra Nanci",2021,Licenciatura en Derecho
"Frecuenciadeintoxicaciones agudas, características socio- epidemiológicas y mecanismosdelesión en el departamentodeurgencias del Hospital InfantildeMéxico Federico Gómez en el periodo 1993-2018","Sánchez Primero, Blanca Estela",2021,Especialidad en Medicina (Pediatría)
Factoresderiesgodepacientes con neumonía adquirida en la comunidad que ingresaron al serviciódeurgencias del Hospital General Donato G. Alarcón en el periododeenero 2019 a diciembre del 2019,"Sánchez Ramírez, Manuel Hugo",2021,Especialidad en Medicina (MedicinadeUrgencias)
La participación del bibliotecólogo en la investigación basada en evidencia clínica dentro del campodecienciasdela salud,"Sánchez Quezadas, Lucía Leonor",2021,Maestría en Bibliotecología y Estudiosdela Información
Causasdeabdomen agudo en el periodo 2017 a 2020 en el Hospital RegionaldeAlta Especialidad Ixtapaluca,"Sánchez Pinto, Miguel Octavio",2021,Especialidad en Medicina (Cirugía General)
"Malformaciones congénitas del sistema nervioso central fetal :experiencia en la unidaddeevaluación fetaldeUMAE HospitaldeGineco Obstetricia no. 3 ""Dr. Víctor Manuel Espinosadelos Reyes Sánchez"" del Centro Médico Nacional ""La Raza""","Sánchez Pons, Ivon Giselle",2021,Especialidad en Medicina (Ginecología y Obstetricia)
Deduccióndela carga topológica del skyrmión en condensadosdeBose-Einstein,"Sánchez Reséndiz, Saúl",2021,Maestría en Ciencias (Física)
Caracterizacióndela capacidad funcional cardiopulmonar en pacientes recuperadosdeCOVID-19 en una unidadderehabilitacióndetercer nivel,"Sánchez Reyes, Alejandra Guadalupe",2021,Especialidad en Medicina (MedicinadeRehabilitación)
Prevalencia y pronósticodela enfermedad pulmonar intersticial difusa en los pacientes atendidos en el área hospitalariadela ClínicadeEnfermedades Intersticiales del INER del 1deenero al 31dediciembrede2018,"Sánchez Rodríguez, Liliana",2021,Especialidad en Medicina (Neumología)
Monitoreodeniveldefluido y análisisdecartas dinamométricas por mediodeEchometer® en el campo independiente,"Sánchez Robles, Adolfo",2021,Licenciatura en Ingeniería Petrolera
Restructuración del INAI posterior a la reforma al artículo sexto constitucional del 7defebrerode2014,"Sánchez Roldán, Ana Carolina",2021,Licenciatura en Ciencias Políticas y Administración Pública
Evaluacióndemacrófagos asociados a tumor en ratones isotransplantados con células 4T1 y tratados con extracto hidrosolubledeAgave mapisaga,"Sánchez Rivera, Hugo César",2021,Maestría en Cienciasdela Producción ydela Salud Animal
Una casa erosionada :teologíasdelo sensible en el PorterodeReinaldo Arenas,"Sánchez Romero, Montserrat",2021,Licenciatura en Estudios Latinoamericanos
Asociación entre la incidenciadefiebre con la mortalidad en pacientes que presentan diagnósticodeneumonía por COVID-19 en el brote epidémicodemarzo 2020 en el Centro Médico Nacional 20deNoviembre,"Sánchez Rosales, Hazael",2021,Especialidad en Medicina (Medicina Crítica)
